BorrowerOccupation,BorrowerGender,NetMonthlySalary,BorrowerPostalCode,BorrowerDistrict,BorrowerPlanningArea,BorrowerID
PLANT AND MACHINE,F,1197,258380.0,10.0,TANGLIN,5136
CLERICAL,F,2040,239639.0,9.0,RIVER VALLEY,4467
SERVICE,M,1102,520154.0,18.0,TAMPINES,5958
OTHER,M,1215,589660.0,21.0,BUKIT TIMAH,5156
CLEANER,M,1303,579721.0,20.0,TOA PAYOH,7671
SERVICE,F,1232,538755.0,19.0,HOUGANG,7685
SERVICE,M,1362,469338.0,16.0,BEDOK,6071
CLERICAL,M,1567,465529.0,16.0,BEDOK,5301
CLEANER,M,1191,288899.0,11.0,BUKIT TIMAH,7130
CLERICAL,F,1674,570288.0,20.0,BISHAN,7020
CLERICAL,F,2337,590003.0,21.0,BUKIT TIMAH,5645
PLANT AND MACHINE,F,1405,809732.0,28.0,ANG MO KIO,3339
SERVICE,F,1123,276727.0,10.0,BUKIT TIMAH,5455
SERVICE,M,1267,128807.0,5.0,CLEMENTI,5452
SECURITY,F,2211,506894.0,17.0,PASIR RIS,5584
SERVICE,F,1518,650236.0,23.0,BUKIT BATOK,6608
CLERICAL,F,2100,479242.0,16.0,BEDOK,6813
OTHER,M,1646,596289.0,21.0,BUKIT TIMAH,4357
CLERICAL,F,2133,418887.0,14.0,BEDOK,5768
CRAFTS,M,1271,679518.0,23.0,BUKIT PANJANG,5259
CLERICAL,F,1719,679769.0,23.0,BUKIT PANJANG,4094
CLEANER,M,1450,144091.0,3.0,QUEENSTOWN,7788
SERVICE,F,1233,268695.0,10.0,BUKIT TIMAH,7188
SERVICE,M,1062,257855.0,10.0,TANGLIN,5446
SERVICE,M,1011,309568.0,11.0,NOVENA,4098
CLERICAL,F,1871,575569.0,20.0,BISHAN,5510
SERVICE,F,1061,269467.0,10.0,BUKIT TIMAH,4514
SECURITY,M,1620,258853.0,10.0,TANGLIN,6429
SERVICE,F,1003,821641.0,19.0,PUNGGOL,2440
OTHER,M,1263,287149.0,11.0,BUKIT TIMAH,6770
CLEANER,F,1369,109698.0,4.0,BUKIT MERAH,7497
CLERICAL,M,1691,569787.0,20.0,ANG MO KIO,5962
PLANT AND MACHINE,F,1535,570163.0,20.0,BISHAN,932
SECURITY,F,1769,507150.0,17.0,PASIR RIS,5102
SERVICE,F,1097,479245.0,16.0,BEDOK,6274
SERVICE,F,1170,805571.0,28.0,SERANGOON,6003
SECURITY,F,1919,479248.0,16.0,BEDOK,1646
PLANT AND MACHINE,M,1468,609650.0,22.0,JURONG EAST,6250
OTHER,F,1595,98209.0,4.0,SOUTHERN ISLANDS,6193
SERVICE,M,1064,730322.0,25.0,WOODLANDS,7735
SERVICE,F,1424,249183.0,10.0,TANGLIN,4448
PLANT AND MACHINE,F,1565,247913.0,10.0,ORCHARD,6082
SERVICE,F,1236,730576.0,25.0,WOODLANDS,4686
CRAFTS,F,1171,278743.0,10.0,BUKIT TIMAH,4480
CLEANER,F,919,258474.0,10.0,TANGLIN,5067
SERVICE,F,1035,540138.0,19.0,SENGKANG,5522
SERVICE,M,1274,689527.0,23.0,CHOA CHU KANG,7448
CLERICAL,M,2175,128055.0,5.0,CLEMENTI,2902
CLERICAL,F,2244,276698.0,10.0,BUKIT TIMAH,1739
CLEANER,F,1520,276306.0,10.0,BUKIT TIMAH,143
SECURITY,M,2035,85401.0,2.0,OUTRAM,6588
CLEANER,F,1246,279347.0,10.0,BUKIT TIMAH,7689
OTHER,F,1566,267935.0,10.0,BUKIT TIMAH,6645
CLEANER,M,1383,563588.0,20.0,ANG MO KIO,7626
CLEANER,M,1430,258005.0,10.0,TANGLIN,6807
CLERICAL,M,2066,424587.0,15.0,GEYLANG,4150
OTHER,M,1341,550531.0,19.0,SERANGOON,6598
OTHER,M,1505,560180.0,20.0,ANG MO KIO,5989
PLANT AND MACHINE,F,1319,760170.0,27.0,YISHUN,70
SERVICE,M,998,289850.0,11.0,BUKIT TIMAH,7942
SECURITY,M,2330,787059.0,26.0,ANG MO KIO,5560
CRAFTS,F,1198,200027.0,8.0,ROCHOR,5722
SERVICE,F,973,269201.0,10.0,BUKIT TIMAH,5200
CLEANER,F,1386,248473.0,10.0,TANGLIN,6236
SECURITY,M,1146,329111.0,12.0,NOVENA,6767
TECHNICIAN,M,1627,554479.0,19.0,SERANGOON,4904
CLEANER,M,1243,470725.0,16.0,BEDOK,6535
SERVICE,F,1117,288423.0,11.0,BUKIT TIMAH,4465
SERVICE,F,1222,249046.0,10.0,TANGLIN,2767
CLEANER,F,1094,518134.0,18.0,PASIR RIS,2785
CLEANER,F,1326,522856.0,18.0,TAMPINES,6094
OTHER,F,1140,311138.0,12.0,TOA PAYOH,7183
TECHNICIAN,F,1527,98655.0,4.0,BUKIT MERAH,834
CLERICAL,F,1796,520943.0,18.0,TAMPINES,6330
SERVICE,F,1467,598734.0,21.0,BUKIT BATOK,6840
SERVICE,F,1584,520157.0,18.0,TAMPINES,7201
OTHER,M,1418,569788.0,20.0,ANG MO KIO,7374
SERVICE,M,1104,249566.0,10.0,TANGLIN,5815
CLERICAL,F,1977,98655.0,4.0,BUKIT MERAH,4420
PLANT AND MACHINE,M,1445,556112.0,19.0,SERANGOON,4260
CLERICAL,M,1924,98639.0,4.0,BUKIT MERAH,6522
SERVICE,F,1133,519953.0,18.0,PASIR RIS,7801
CRAFTS,F,1242,90032.0,4.0,BUKIT MERAH,5245
CLERICAL,M,1303,641273.0,22.0,JURONG WEST,4598
PLANT AND MACHINE,F,1498,738238.0,25.0,WOODLANDS,4119
PLANT AND MACHINE,F,1520,786702.0,26.0,ANG MO KIO,5465
SERVICE,F,1073,276694.0,10.0,BUKIT TIMAH,5042
SERVICE,F,1041,557530.0,19.0,SERANGOON,6664
SECURITY,F,1704,530145.0,19.0,HOUGANG,6590
SERVICE,M,1134,449305.0,15.0,MARINE PARADE,4995
PLANT AND MACHINE,M,1724,311141.0,12.0,TOA PAYOH,7700
SERVICE,M,1201,160120.0,3.0,BUKIT MERAH,7049
SERVICE,F,1584,679048.0,23.0,BUKIT PANJANG,5749
SERVICE,F,1112,159960.0,3.0,QUEENSTOWN,5247
SERVICE,F,1244,399938.0,14.0,GEYLANG,5940
SERVICE,F,1054,238258.0,9.0,SINGAPORE RIVER,6968
CLERICAL,F,1995,440001.0,15.0,MARINE PARADE,6744
CLEANER,M,874,440029.0,15.0,MARINE PARADE,6975
SERVICE,M,1199,440063.0,15.0,MARINE PARADE,7307
SECURITY,F,1867,448908.0,15.0,BEDOK,7574
CLEANER,F,1450,448908.0,15.0,BEDOK,6581
PLANT AND MACHINE,F,1136,587972.0,21.0,BUKIT PANJANG,6644
CLEANER,F,1169,276952.0,10.0,BUKIT TIMAH,6606
PLANT AND MACHINE,M,1445,587972.0,21.0,BUKIT PANJANG,5831
OTHER,F,1256,439974.0,15.0,MARINE PARADE,4087
SERVICE,F,1270,398077.0,14.0,GEYLANG,5432
SERVICE,F,1350,823271.0,19.0,PUNGGOL,4918
CLEANER,M,1255,570151.0,20.0,BISHAN,7122
TECHNICIAN,M,1263,560256.0,20.0,ANG MO KIO,6963
SERVICE,M,1312,267952.0,10.0,BUKIT TIMAH,2846
CRAFTS,M,1254,161053.0,3.0,BUKIT MERAH,7985
OTHER,M,1550,522167.0,18.0,TAMPINES,4654
CLERICAL,F,1545,670201.0,23.0,BUKIT PANJANG,7809
PLANT AND MACHINE,F,1240,289791.0,11.0,BUKIT TIMAH,4210
SECURITY,F,1880,309580.0,11.0,NOVENA,7995
PLANT AND MACHINE,M,1222,259819.0,10.0,TANGLIN,6683
PLANT AND MACHINE,M,1243,259819.0,10.0,TANGLIN,7819
PLANT AND MACHINE,M,1362,437995.0,15.0,MARINE PARADE,6752
TECHNICIAN,F,1794,596622.0,21.0,BUKIT TIMAH,7965
CLERICAL,M,2125,239225.0,9.0,RIVER VALLEY,5843
CLERICAL,M,2084,529886.0,18.0,TAMPINES,3075
SECURITY,M,1733,163023.0,3.0,BUKIT MERAH,5411
CLERICAL,F,1702,530103.0,19.0,HOUGANG,4457
PLANT AND MACHINE,M,1623,267951.0,10.0,BUKIT TIMAH,2724
PLANT AND MACHINE,M,1921,539841.0,19.0,HOUGANG,7754
SERVICE,F,1406,270015.0,10.0,QUEENSTOWN,7893
CRAFTS,F,1089,350122.0,13.0,TOA PAYOH,450
SERVICE,M,1368,519493.0,18.0,PASIR RIS,6201
SERVICE,M,1273,288455.0,11.0,BUKIT TIMAH,2365
SERVICE,F,1169,520921.0,18.0,TAMPINES,5462
SERVICE,M,1125,545075.0,19.0,SENGKANG,7926
PLANT AND MACHINE,F,1158,436607.0,15.0,KALLANG,5012
TECHNICIAN,F,2038,429247.0,15.0,MARINE PARADE,2932
SERVICE,F,1362,440044.0,15.0,MARINE PARADE,4443
CLERICAL,F,1665,429315.0,15.0,MARINE PARADE,7923
CLERICAL,F,1373,249206.0,10.0,TANGLIN,7840
SERVICE,M,1217,134028.0,5.0,QUEENSTOWN,4427
CLERICAL,F,2056,757213.0,27.0,SEMBAWANG,6291
SERVICE,F,1334,,,,4821
TECHNICIAN,F,991,239126.0,9.0,RIVER VALLEY,2450
CLEANER,F,1188,248474.0,10.0,TANGLIN,6878
SERVICE,M,1298,521242.0,18.0,TAMPINES,524
OTHER,M,1351,460181.0,16.0,BEDOK,7047
CLEANER,F,1383,381112.0,14.0,KALLANG,7077
CRAFTS,F,1240,569758.0,20.0,ANG MO KIO,2540
CLEANER,F,1430,597630.0,21.0,BUKIT TIMAH,4843
PLANT AND MACHINE,M,1305,457264.0,15.0,BEDOK,5340
SERVICE,M,1234,436918.0,15.0,KALLANG,5906
PLANT AND MACHINE,M,1461,266224.0,10.0,BUKIT TIMAH,6541
CLEANER,F,1102,218814.0,8.0,KALLANG,6117
CLEANER,M,895,299797.0,11.0,NOVENA,7011
SERVICE,F,1349,299796.0,11.0,NOVENA,5021
SERVICE,F,1245,544716.0,19.0,HOUGANG,6505
CLEANER,F,894,558752.0,19.0,SERANGOON,4723
CLERICAL,M,2183,689527.0,23.0,CHOA CHU KANG,6616
PLANT AND MACHINE,M,1217,534030.0,19.0,HOUGANG,5896
CLEANER,M,1778,18985.0,1.0,DOWNTOWN CORE,4837
CLERICAL,M,1610,259137.0,10.0,TANGLIN,4120
PLANT AND MACHINE,F,1527,109687.0,4.0,BUKIT MERAH,3309
CLEANER,F,1153,258364.0,10.0,TANGLIN,8008
CLEANER,F,1209,164004.0,3.0,BUKIT MERAH,7848
SERVICE,F,1430,166002.0,3.0,BUKIT MERAH,6981
SERVICE,F,1244,439967.0,15.0,MARINE PARADE,6143
SERVICE,F,1248,238257.0,9.0,SINGAPORE RIVER,4736
SERVICE,F,1150,439972.0,15.0,MARINE PARADE,3877
CLEANER,M,1637,328712.0,12.0,KALLANG,8029
CLEANER,M,1074,238550.0,9.0,RIVER VALLEY,5327
PLANT AND MACHINE,M,1531,670630.0,23.0,BUKIT PANJANG,7764
OTHER,M,1415,670626.0,23.0,BUKIT PANJANG,6479
CLERICAL,M,1981,550144.0,19.0,SERANGOON,4209
SECURITY,F,1930,670626.0,23.0,BUKIT PANJANG,4393
SECURITY,M,1903,550142.0,19.0,SERANGOON,4297
SERVICE,F,1285,200815.0,8.0,KALLANG,5723
SECURITY,M,1579,437434.0,15.0,KALLANG,6843
SERVICE,F,1113,640932.0,22.0,JURONG WEST,2321
OTHER,F,986,458966.0,15.0,BEDOK,5959
SECURITY,F,1966,560120.0,20.0,ANG MO KIO,1693
CLERICAL,F,1778,669615.0,23.0,BUKIT BATOK,5476
SERVICE,M,1229,238275.0,9.0,SINGAPORE RIVER,7027
SERVICE,M,1100,338521.0,12.0,KALLANG,5607
SERVICE,M,1064,822678.0,19.0,PUNGGOL,1648
OTHER,M,1531,267954.0,10.0,BUKIT TIMAH,5614
TECHNICIAN,F,1438,238363.0,9.0,RIVER VALLEY,4887
TECHNICIAN,M,1690,120323.0,5.0,CLEMENTI,7808
SERVICE,M,1205,824272.0,19.0,PUNGGOL,6196
SERVICE,F,1229,259286.0,10.0,TANGLIN,5907
SERVICE,F,1073,730723.0,25.0,WOODLANDS,4466
SERVICE,M,1041,329141.0,12.0,NOVENA,6609
SERVICE,F,1334,648315.0,22.0,JURONG WEST,5009
CLEANER,F,1088,381114.0,14.0,KALLANG,7609
SERVICE,F,886,368720.0,13.0,TOA PAYOH,6245
SERVICE,F,1223,440067.0,15.0,MARINE PARADE,5910
CLEANER,F,831,158746.0,3.0,BUKIT MERAH,5960
CLEANER,F,1593,158746.0,3.0,BUKIT MERAH,5671
SERVICE,M,1276,680279.0,23.0,CHOA CHU KANG,1282
CLEANER,F,1362,461055.0,16.0,BEDOK,7599
PLANT AND MACHINE,M,1821,298127.0,11.0,NOVENA,7974
SERVICE,F,1265,138686.0,5.0,QUEENSTOWN,4934
CRAFTS,M,1089,138686.0,5.0,QUEENSTOWN,3153
SECURITY,F,2080,370048.0,13.0,GEYLANG,5838
OTHER,F,1137,249567.0,10.0,TANGLIN,6574
SERVICE,M,974,425369.0,15.0,BEDOK,4564
CLEANER,M,1276,298204.0,11.0,NOVENA,4728
CLEANER,F,1353,298751.0,11.0,NOVENA,8020
CLEANER,F,1497,528691.0,18.0,TAMPINES,6169
SERVICE,M,1136,448907.0,15.0,BEDOK,5053
SERVICE,M,1092,239432.0,9.0,SINGAPORE RIVER,7549
PLANT AND MACHINE,M,1345,738075.0,25.0,WOODLANDS,2430
CLEANER,M,1119,509506.0,17.0,PASIR RIS,4522
CLEANER,F,1336,738307.0,25.0,WOODLANDS,7519
CRAFTS,F,1003,399948.0,14.0,GEYLANG,5178
OTHER,F,1214,560535.0,20.0,ANG MO KIO,6625
SERVICE,M,1262,792443.0,28.0,SENGKANG,4250
SERVICE,M,1310,298575.0,11.0,NOVENA,6755
SERVICE,F,1340,589642.0,21.0,BUKIT TIMAH,6967
SERVICE,F,812,270014.0,10.0,QUEENSTOWN,6573
SECURITY,M,1755,650260.0,23.0,BUKIT BATOK,6715
CLEANER,M,1578,589645.0,21.0,BUKIT TIMAH,5693
SERVICE,F,1493,669583.0,23.0,BUKIT BATOK,6077
CLEANER,F,983,266594.0,10.0,BUKIT TIMAH,6439
SERVICE,F,1401,640262.0,22.0,JURONG WEST,7409
PLANT AND MACHINE,M,1115,259718.0,10.0,TANGLIN,7762
PLANT AND MACHINE,M,1617,561310.0,20.0,ANG MO KIO,7527
CLERICAL,F,1500,289975.0,11.0,BUKIT TIMAH,4853
CRAFTS,M,1311,330009.0,12.0,KALLANG,6232
CLEANER,F,1472,730882.0,25.0,WOODLANDS,5619
PLANT AND MACHINE,M,1441,510478.0,18.0,PASIR RIS,4346
SERVICE,M,1152,648362.0,22.0,JURONG WEST,6148
PLANT AND MACHINE,F,1786,510637.0,18.0,PASIR RIS,7191
SERVICE,F,1366,439966.0,15.0,MARINE PARADE,7951
SERVICE,F,1228,109694.0,4.0,BUKIT MERAH,6889
CRAFTS,M,1325,534203.0,19.0,HOUGANG,6690
CLERICAL,F,2075,610117.0,22.0,JURONG WEST,6430
CLERICAL,F,1556,227986.0,9.0,NEWTON,5151
SERVICE,M,896,534203.0,19.0,HOUGANG,250
SERVICE,M,1110,823615.0,19.0,PUNGGOL,6481
SECURITY,F,1829,259525.0,10.0,TANGLIN,6745
PLANT AND MACHINE,F,1372,424210.0,15.0,BEDOK,6181
SERVICE,F,1031,258472.0,10.0,TANGLIN,4925
CLEANER,F,1323,258485.0,10.0,TANGLIN,4645
CLERICAL,M,1465,120724.0,5.0,CLEMENTI,6775
SERVICE,M,1214,577849.0,20.0,BISHAN,4855
PLANT AND MACHINE,M,801,681811.0,23.0,CHOA CHU KANG,6587
TECHNICIAN,F,1762,448909.0,15.0,BEDOK,6186
SERVICE,M,1289,419572.0,14.0,BEDOK,5165
SERVICE,F,1406,681687.0,23.0,CHOA CHU KANG,1869
SECURITY,F,1907,541296.0,19.0,SENGKANG,5054
TECHNICIAN,F,1783,320006.0,12.0,KALLANG,7362
CLEANER,M,1270,552506.0,19.0,SERANGOON,4193
SERVICE,F,1220,769472.0,27.0,SEMBAWANG,1805
SECURITY,M,1831,550551.0,19.0,SERANGOON,7716
SERVICE,M,1202,542296.0,19.0,SENGKANG,7630
CLEANER,M,1029,425915.0,15.0,BEDOK,3025
SERVICE,M,1467,528594.0,18.0,TAMPINES,5726
CLERICAL,F,1963,640460.0,22.0,JURONG WEST,6972
TECHNICIAN,F,999,469971.0,16.0,BEDOK,4279
CLEANER,M,1266,307997.0,11.0,NOVENA,705
SERVICE,F,1117,309516.0,11.0,NOVENA,4542
SECURITY,M,2025,278746.0,10.0,BUKIT TIMAH,4157
PLANT AND MACHINE,M,1526,469336.0,16.0,BEDOK,5861
TECHNICIAN,F,1088,510769.0,18.0,PASIR RIS,4671
PLANT AND MACHINE,F,1321,308563.0,11.0,NOVENA,8054
SECURITY,M,1846,164008.0,3.0,BUKIT MERAH,1597
SERVICE,M,1249,670179.0,23.0,BUKIT PANJANG,3074
CLERICAL,F,2441,126832.0,5.0,CLEMENTI,7614
CLERICAL,F,1671,600117.0,22.0,JURONG EAST,4713
SERVICE,F,1054,99310.0,4.0,BUKIT MERAH,4367
PLANT AND MACHINE,M,1433,459910.0,15.0,BEDOK,6547
SERVICE,M,1397,574074.0,20.0,ANG MO KIO,4906
CRAFTS,M,1208,760613.0,27.0,YISHUN,5665
CLERICAL,M,1877,460034.0,16.0,BEDOK,966
SERVICE,F,1452,249614.0,10.0,TANGLIN,7972
PLANT AND MACHINE,F,1374,128045.0,5.0,CLEMENTI,722
PLANT AND MACHINE,F,1899,249891.0,10.0,TANGLIN,5825
TECHNICIAN,M,648,550549.0,19.0,SERANGOON,6743
PLANT AND MACHINE,F,1671,534209.0,19.0,HOUGANG,7368
CLEANER,F,2033,557444.0,19.0,SERANGOON,6827
SECURITY,F,1615,460068.0,16.0,BEDOK,7363
TECHNICIAN,F,1829,248708.0,10.0,RIVER VALLEY,8033
SERVICE,F,1341,260002.0,10.0,BUKIT TIMAH,4233
SERVICE,F,1393,561455.0,20.0,ANG MO KIO,5047
CRAFTS,M,1179,669938.0,23.0,BUKIT BATOK,3676
SERVICE,F,1256,437876.0,15.0,MARINE PARADE,6397
CLERICAL,F,1585,532477.0,19.0,HOUGANG,5925
SERVICE,F,1245,689106.0,23.0,CHOA CHU KANG,6466
PLANT AND MACHINE,M,1344,389758.0,14.0,GEYLANG,6121
CLEANER,F,1143,249789.0,10.0,TANGLIN,7932
CLERICAL,M,1610,828735.0,19.0,PUNGGOL,5032
PLANT AND MACHINE,F,1444,538513.0,19.0,SERANGOON,7295
CLEANER,M,1373,535586.0,19.0,HOUGANG,4200
CLERICAL,M,1814,269197.0,10.0,BUKIT TIMAH,4225
SERVICE,F,1282,239222.0,9.0,RIVER VALLEY,1085
SERVICE,F,1009,760366.0,27.0,YISHUN,6207
CLEANER,M,1293,437936.0,15.0,MARINE PARADE,7981
SERVICE,M,1315,127511.0,5.0,CLEMENTI,7055
PLANT AND MACHINE,M,1529,487895.0,16.0,TAMPINES,6642
SERVICE,F,1515,659246.0,23.0,BUKIT BATOK,5876
CLEANER,F,1427,268606.0,10.0,BUKIT TIMAH,6055
CLEANER,F,1105,465895.0,16.0,BEDOK,7286
OTHER,F,1309,542212.0,19.0,SENGKANG,2552
SERVICE,F,1298,510461.0,18.0,PASIR RIS,7708
SECURITY,M,1259,150105.0,3.0,BUKIT MERAH,7283
CLERICAL,M,2177,540264.0,19.0,SENGKANG,6890
SERVICE,F,922,307788.0,11.0,NOVENA,7707
PLANT AND MACHINE,M,1545,417454.0,14.0,BEDOK,6287
CLEANER,M,1220,603287.0,22.0,JURONG EAST,5661
SERVICE,M,1330,752593.0,27.0,SEMBAWANG,4687
CLERICAL,M,1404,570292.0,20.0,BISHAN,4693
TECHNICIAN,M,1055,570305.0,20.0,BISHAN,4890
TECHNICIAN,M,1279,,,,2338
CLEANER,M,996,670630.0,23.0,BUKIT PANJANG,5923
CLEANER,F,1039,437934.0,15.0,MARINE PARADE,879
CLEANER,F,1005,238309.0,9.0,RIVER VALLEY,6195
SERVICE,F,1061,437936.0,15.0,MARINE PARADE,5832
OTHER,F,1015,238309.0,9.0,RIVER VALLEY,5125
CLEANER,M,961,138686.0,5.0,QUEENSTOWN,4135
SECURITY,F,1392,98369.0,4.0,SOUTHERN ISLANDS,5318
SERVICE,F,1464,297724.0,11.0,TOA PAYOH,3930
CLERICAL,M,1455,461029.0,16.0,BEDOK,4997
CLEANER,M,1370,465560.0,16.0,BEDOK,7709
SERVICE,F,1311,461024.0,16.0,BEDOK,4123
SERVICE,M,1389,98055.0,4.0,SOUTHERN ISLANDS,7311
CLEANER,M,1192,610179.0,22.0,JURONG WEST,4136
SERVICE,F,1328,465860.0,16.0,BEDOK,4276
CLEANER,F,1484,299065.0,11.0,NOVENA,7734
CLEANER,M,1272,249264.0,10.0,RIVER VALLEY,6410
PLANT AND MACHINE,M,1486,248743.0,10.0,TANGLIN,5005
PLANT AND MACHINE,F,1729,449285.0,15.0,BEDOK,7714
CLERICAL,F,1715,575428.0,20.0,BISHAN,5709
OTHER,F,1278,570145.0,20.0,BISHAN,5031
SERVICE,F,1167,436593.0,15.0,KALLANG,6180
CRAFTS,F,1181,436593.0,15.0,KALLANG,5152
CLERICAL,F,2467,249034.0,10.0,TANGLIN,7372
SERVICE,M,1074,527230.0,18.0,TAMPINES,1172
TECHNICIAN,M,1527,229161.0,9.0,NEWTON,7837
CLERICAL,F,1656,560317.0,20.0,ANG MO KIO,2170
CRAFTS,M,1242,578693.0,20.0,ANG MO KIO,5055
CLEANER,M,1405,479248.0,16.0,BEDOK,4401
SERVICE,M,1155,117494.0,5.0,QUEENSTOWN,4290
CLEANER,M,1165,358268.0,13.0,SERANGOON,7455
SERVICE,F,1334,550227.0,19.0,SERANGOON,4251
PLANT AND MACHINE,F,1151,479254.0,16.0,BEDOK,7009
CLERICAL,F,2071,823306.0,19.0,PUNGGOL,6706
CLEANER,M,1133,469986.0,16.0,BEDOK,6307
CLEANER,F,1278,737808.0,25.0,WOODLANDS,6477
CLEANER,F,1003,98650.0,4.0,BUKIT MERAH,5160
CLERICAL,F,1137,470719.0,16.0,BEDOK,6776
CLERICAL,F,2179,329387.0,12.0,NOVENA,7953
TECHNICIAN,M,1751,169278.0,3.0,BUKIT MERAH,7340
CLEANER,F,1015,465558.0,16.0,BEDOK,7627
CLEANER,F,1075,229628.0,9.0,NEWTON,6524
SERVICE,F,1002,268701.0,10.0,BUKIT TIMAH,289
SERVICE,F,1200,670630.0,23.0,BUKIT PANJANG,2581
CRAFTS,F,1430,98651.0,4.0,BUKIT MERAH,6599
CLEANER,M,1348,520142.0,18.0,TAMPINES,6865
SERVICE,F,1092,439943.0,15.0,MARINE PARADE,3023
OTHER,M,1596,570183.0,20.0,BISHAN,5080
CLERICAL,M,1379,469982.0,16.0,BEDOK,7061
CLERICAL,M,2071,228867.0,9.0,NOVENA,1688
SERVICE,F,1649,238258.0,9.0,SINGAPORE RIVER,5792
SERVICE,M,1188,570292.0,20.0,BISHAN,7123
CLERICAL,M,1984,466288.0,16.0,BEDOK,1787
SECURITY,F,1845,640423.0,22.0,JURONG WEST,7866
CLEANER,M,1372,510564.0,18.0,PASIR RIS,1872
PLANT AND MACHINE,M,1577,437431.0,15.0,KALLANG,7890
PLANT AND MACHINE,F,1294,238113.0,9.0,RIVER VALLEY,6757
CLEANER,F,989,298499.0,11.0,NOVENA,6822
SERVICE,F,1332,298069.0,11.0,NOVENA,4366
TECHNICIAN,M,1696,,,,5317
SERVICE,M,1358,573917.0,20.0,BISHAN,4754
SERVICE,F,1259,757713.0,27.0,SEMBAWANG,5668
SERVICE,F,1170,563588.0,20.0,ANG MO KIO,4300
CLEANER,M,1324,821174.0,19.0,PUNGGOL,6474
SERVICE,F,1376,327981.0,12.0,KALLANG,4697
SERVICE,M,1204,556534.0,19.0,SERANGOON,6040
OTHER,M,1363,298071.0,11.0,NOVENA,4924
SECURITY,F,1645,309767.0,11.0,NOVENA,6932
SECURITY,F,1764,360003.0,13.0,TOA PAYOH,7536
SERVICE,M,1087,140153.0,3.0,QUEENSTOWN,5395
SERVICE,M,1253,100048.0,4.0,BUKIT MERAH,7383
CLERICAL,M,1811,640198.0,22.0,JURONG WEST,5961
SERVICE,M,1208,545018.0,19.0,HOUGANG,7158
CLEANER,F,1289,545018.0,19.0,HOUGANG,6356
CLEANER,M,1302,309887.0,11.0,NOVENA,5342
PLANT AND MACHINE,M,1084,669617.0,23.0,BUKIT BATOK,7429
SERVICE,M,1321,669617.0,23.0,BUKIT BATOK,4461
CLERICAL,F,1693,518211.0,18.0,PASIR RIS,815
OTHER,F,1432,259718.0,10.0,TANGLIN,5347
SECURITY,F,1698,228490.0,9.0,ROCHOR,7555
CLEANER,F,1275,538248.0,19.0,HOUGANG,7703
PLANT AND MACHINE,F,1336,98647.0,4.0,BUKIT MERAH,3022
CLEANER,M,1069,469297.0,16.0,BEDOK,169
PLANT AND MACHINE,M,1748,470719.0,16.0,BEDOK,6998
CLERICAL,M,1559,470716.0,16.0,BEDOK,4436
CLERICAL,M,1837,455650.0,15.0,BEDOK,5380
CLEANER,F,1446,249692.0,10.0,RIVER VALLEY,4371
PLANT AND MACHINE,M,1385,320003.0,12.0,KALLANG,6478
CLEANER,M,818,436919.0,15.0,KALLANG,5346
SECURITY,F,1679,510189.0,18.0,PASIR RIS,6337
CLERICAL,F,2202,239896.0,9.0,RIVER VALLEY,6787
CLERICAL,M,1721,543286.0,19.0,SENGKANG,6072
SERVICE,M,1147,98652.0,4.0,BUKIT MERAH,83
CLEANER,F,1464,310172.0,12.0,TOA PAYOH,5449
CLERICAL,F,2115,596733.0,21.0,BUKIT TIMAH,5812
CLEANER,M,1290,530690.0,19.0,HOUGANG,6000
CLERICAL,F,1578,641674.0,22.0,JURONG WEST,6692
SERVICE,F,1177,247913.0,10.0,ORCHARD,4074
SECURITY,F,2030,486841.0,16.0,TAMPINES,354
CRAFTS,F,1199,278501.0,10.0,QUEENSTOWN,4951
CRAFTS,F,1091,277116.0,10.0,BUKIT TIMAH,4333
CLERICAL,M,1835,596230.0,21.0,BUKIT BATOK,7435
SECURITY,M,1913,555245.0,19.0,SERANGOON,4054
CLERICAL,F,2064,389754.0,14.0,GEYLANG,242
SERVICE,M,1444,555689.0,19.0,SERANGOON,6323
SERVICE,M,1284,548190.0,19.0,HOUGANG,8057
CRAFTS,F,1436,118836.0,5.0,QUEENSTOWN,7663
PLANT AND MACHINE,F,1935,380040.0,14.0,GEYLANG,6782
SERVICE,F,1318,828768.0,19.0,PUNGGOL,7895
CLERICAL,F,1146,238406.0,9.0,RIVER VALLEY,6829
SERVICE,M,1228,429690.0,15.0,MARINE PARADE,4990
SERVICE,F,1346,549080.0,19.0,HOUGANG,3679
TECHNICIAN,F,1194,357852.0,13.0,TOA PAYOH,7271
CLEANER,F,1358,822619.0,19.0,PUNGGOL,7561
CRAFTS,F,1507,822624.0,19.0,PUNGGOL,7063
SERVICE,F,1214,319583.0,12.0,TOA PAYOH,5018
TECHNICIAN,M,1796,437861.0,15.0,MARINE PARADE,6450
SERVICE,F,1127,258932.0,10.0,TANGLIN,6213
CLEANER,F,1459,98497.0,4.0,SOUTHERN ISLANDS,4131
CLEANER,F,1347,529773.0,18.0,TAMPINES,5497
CRAFTS,M,1088,639670.0,22.0,WESTERN WATER CATCHMENT,4935
CLEANER,M,1457,753507.0,27.0,SEMBAWANG,6455
SERVICE,F,1154,269467.0,10.0,BUKIT TIMAH,4125
CLEANER,F,879,269894.0,10.0,BUKIT TIMAH,6206
PLANT AND MACHINE,M,1812,470716.0,16.0,BEDOK,7479
